realization_id,age_ka_bp__GS-1,age_ka_bp__GI-1,age_ka_bp__GS-2.1,age_ka_bp__GI-2.1,age_ka_bp__GS-2.2,age_ka_bp__GI-2.2,age_ka_bp__GS-3,age_ka_bp__GI-3,age_ka_bp__GS-4,age_ka_bp__GI-4,age_ka_bp__GS-5.1,age_ka_bp__GI-5.1,age_ka_bp__GS-5.2,age_ka_bp__GI-5.2,age_ka_bp__GS-6,age_ka_bp__GI-6,age_ka_bp__GS-7,age_ka_bp__GI-7,age_ka_bp__GS-8,age_ka_bp__GI-8,age_ka_bp__GS-9,age_ka_bp__GI-9,age_ka_bp__GS-10,age_ka_bp__GI-10,age_ka_bp__GS-11,age_ka_bp__GI-11,age_ka_bp__GS-12,age_ka_bp__GI-12,age_ka_bp__GS-13,age_ka_bp__GI-13,age_ka_bp__GS-14,age_ka_bp__GI-14,age_ka_bp__GS-15.1,age_ka_bp__GI-15.1,age_ka_bp__GS-15.2,age_ka_bp__GI-15.2,age_ka_bp__GS-16.1,age_ka_bp__GI-16.1,age_ka_bp__GS-16.2,age_ka_bp__GI-16.2,age_ka_bp__GS-17.1,age_ka_bp__GI-17.1,age_ka_bp__GS-17.2,age_ka_bp__GI-17.2,age_ka_bp__GS-18,age_ka_bp__GI-18,age_ka_bp__GS-19.1,age_ka_bp__GI-19.1,age_ka_bp__GS-19.2,age_ka_bp__GI-19.2,age_ka_bp__GS-20,age_ka_bp__GI-20,age_ka_bp__GS-21.1,age_ka_bp__GI-21.1,age_ka_bp__GS-21.2,age_ka_bp__GI-21.2,age_ka_bp__GS-22,age_ka_bp__GI-22,age_ka_bp__GS-23.1,age_ka_bp__GI-23.1,age_ka_bp__GS-23.2,age_ka_bp__GI-23.2,age_ka_bp__GS-24.1,age_ka_bp__GI-24.1,age_ka_bp__GS-24.2,age_ka_bp__GI-24.2,age_ka_bp__GS-25,age_ka_bp__GI-25,age_ka_bp__GS-26
NGRIP_09602,12.914640,14.745380,22.731343,22.892923,23.058463,23.190675,27.260191,27.476210,28.295553,28.568381,30.352788,30.603450,31.945894,32.436064,33.464212,33.853254,34.983619,35.748795,36.874043,38.620354,40.318376,40.646217,41.399918,42.148183,43.013380,44.258699,45.235958,48.064111,49.507023,50.444507,50.737368,55.502548,56.181606,56.300048,56.640227,57.030132,57.612866,58.995385,59.070353,59.219031,59.547927,59.885008,60.120678,60.292850,64.215442,64.457105,70.127384,70.305442,71.501693,73.175740,75.016505,77.400721,78.659740,86.488107,86.712655,86.823245,89.496097,92.104383,92.203662,104.166062,104.538262,104.673597,105.642168,106.933173,107.051269,108.443480,110.687855,114.947233,120.226489
NGRIP_09603,12.805117,14.551438,22.458555,22.595323,22.734545,22.884252,27.227015,27.430578,28.286365,28.660217,30.374321,30.568712,31.729868,32.229165,33.093343,33.457267,34.498444,35.232233,36.637274,38.510739,40.474990,40.779993,41.319439,42.028687,42.762919,43.852048,44.770633,47.478557,49.093042,50.047239,50.351642,55.253868,55.971061,56.080355,56.473035,56.807289,57.487937,58.786474,58.923081,59.013290,59.288485,59.734476,59.943602,60.063261,65.142616,65.474360,71.309167,71.654964,72.377826,74.250480,75.968150,78.141015,79.268342,87.539462,87.836470,87.876222,90.499832,93.007851,93.156391,107.026397,107.328324,107.472465,108.351751,109.755650,109.908033,111.427993,114.022912,119.669804,123.591364
NGRIP_09604,12.891737,14.715205,22.670139,22.722171,22.962470,23.057481,27.177608,27.503881,28.323868,28.623003,30.322490,30.576102,31.603646,32.152941,32.955037,33.422885,34.398978,35.133904,36.243903,38.029107,39.727610,40.025565,40.766544,41.408993,42.290120,43.403043,44.401039,47.072796,48.645940,49.571380,49.920345,53.890084,54.521693,54.565138,54.942169,55.251372,55.800804,57.128956,57.257486,57.349410,57.632658,58.028120,58.201296,58.302543,62.147282,62.345644,67.424127,67.713916,68.705188,70.555041,72.473304,74.594500,75.738947,82.413740,82.623578,82.704049,84.813853,86.899181,87.042776,100.510303,100.715153,100.834620,101.690942,103.364643,103.549389,105.284704,108.025352,112.183595,115.957977
NGRIP_09605,12.877151,14.695373,22.626947,22.728860,22.927066,23.066189,27.251883,27.472906,28.294841,28.629314,30.417886,30.671474,32.104519,32.623898,33.648566,34.076221,35.238578,36.099899,37.354199,39.166195,41.075724,41.314544,41.993170,42.776798,43.575132,44.832113,45.775035,48.654085,50.158348,51.246321,51.576313,56.827826,57.561938,57.680595,58.056015,58.468932,59.221263,60.725626,60.807908,60.943072,61.209768,61.729434,61.973972,62.175383,66.625411,66.909455,72.275153,72.467382,73.127417,75.217796,76.928840,79.488026,80.980727,88.423365,88.619692,88.723913,91.543320,94.205296,94.278168,107.490117,107.748430,107.876796,108.599523,109.735507,109.771639,110.934105,112.857328,117.721239,120.698736
NGRIP_09606,12.903036,14.724795,22.867256,22.979525,23.203418,23.349474,27.926096,28.160393,29.103639,29.428980,31.327782,31.631595,33.006031,33.502557,34.430921,34.881019,36.004159,36.706304,37.839362,39.495985,41.203365,41.485850,42.155485,42.850221,43.770644,44.888347,45.812991,48.519074,49.763560,50.925652,51.386004,55.757634,56.454861,56.523645,56.959843,57.346646,58.095082,59.623671,59.735672,59.847801,60.202050,60.675535,60.891208,61.064808,65.596048,65.867170,71.841474,72.191599,72.978366,75.143378,77.058599,79.392756,80.482856,87.325888,87.556849,87.589248,90.481109,93.278570,93.337005,105.765245,106.095286,106.274008,107.193204,108.443250,108.589296,109.944701,111.985284,115.782470,118.868891
NGRIP_09607,12.923044,14.729854,23.347084,23.463988,23.658077,23.764156,28.114969,28.410081,29.245345,29.545049,31.293492,31.553351,32.696254,33.213251,34.189865,34.443859,35.434509,36.215103,37.363753,39.131816,40.933160,41.241442,42.134427,43.008288,44.141546,45.546185,46.754399,49.911741,51.745759,52.675777,53.057638,57.562857,58.202452,58.323125,58.603584,58.882389,59.363691,60.554803,60.624393,60.696335,60.938737,61.284055,61.456006,61.539672,65.303677,65.520404,70.841309,71.057583,71.830538,73.621385,75.275097,77.364796,78.591255,85.434333,85.668299,85.758547,88.268596,90.697934,90.874570,104.085800,104.434950,104.596113,105.312265,106.311699,106.314450,107.261812,108.919018,113.424843,117.433276
NGRIP_09608,12.899937,14.712609,23.049373,23.181541,23.347412,23.447822,27.226978,27.498351,28.206319,28.483153,30.040596,30.140586,31.105351,31.518865,32.316783,32.604879,33.401177,34.048386,35.092296,36.590849,38.046679,38.392593,38.892974,39.576783,40.403225,41.345743,42.087205,44.883875,46.487157,47.558695,47.930068,52.652012,53.352347,53.456465,53.780411,54.154334,54.792734,56.162480,56.279675,56.428620,56.734411,57.126038,57.328932,57.440064,61.047345,61.236230,66.019567,66.128054,67.061895,69.086859,71.099760,73.667735,75.197930,82.892638,83.117230,83.198182,85.950681,88.538658,88.701793,100.680369,100.998741,101.100347,101.992317,103.233522,103.373684,104.685564,106.899485,111.097693,114.925161
NGRIP_09609,12.765802,14.568852,22.848825,23.003421,23.165296,23.315676,27.566478,27.850721,28.671224,28.979696,30.666268,31.080324,32.351647,32.858048,33.889949,34.331587,35.460706,36.216604,37.296199,38.992225,40.636234,40.923807,41.594516,42.215956,42.989768,44.111344,45.079390,47.461655,48.957932,49.652541,49.913439,54.380015,55.007437,55.151117,55.466388,55.777927,56.454297,57.591436,57.683953,57.786242,58.017507,58.466457,58.660376,58.819216,64.054043,64.413866,70.180917,70.424737,71.946968,73.445485,75.369893,77.879239,79.145959,86.252982,86.479776,86.585555,90.044203,93.152355,93.255505,106.816176,107.237550,107.401944,108.439396,109.668772,109.752472,111.008307,113.227450,117.264469,121.581201
NGRIP_09610,12.854701,14.664566,23.168326,23.265015,23.465271,23.581648,27.631880,27.880848,28.738631,29.002219,30.724908,30.967535,32.415038,32.897854,33.847806,34.264227,35.414829,36.168522,37.215379,38.830436,40.415542,40.721753,41.262560,41.927752,42.550327,43.639704,44.414175,46.923429,48.419036,49.204482,49.584885,54.300317,55.002863,55.122418,55.507386,55.976380,56.692831,58.337362,58.474195,58.569612,58.797259,59.372767,59.660338,59.808093,64.370846,64.669860,69.768156,69.929683,70.781098,73.013348,75.071480,77.603096,78.901662,85.821843,86.012287,86.082312,88.712993,91.160557,91.219727,106.188718,106.479185,106.681152,107.573463,109.089878,109.250980,110.799926,113.346446,118.194407,121.998942
NGRIP_09611,12.990030,14.817240,23.042924,23.123387,23.348106,23.414735,27.652203,27.896701,28.688729,29.019335,30.753287,30.983161,32.138739,32.564997,33.380523,33.818505,34.759689,35.575931,36.739870,38.454951,40.228210,40.510697,41.175912,41.804420,42.639294,43.659564,44.655674,47.100661,48.459626,49.305346,49.482849,54.606760,55.274384,55.430535,55.823109,56.220350,56.928836,58.369906,58.533621,58.706743,58.919523,59.441228,59.662944,59.806397,64.080519,64.342595,69.911767,70.141914,71.032620,72.782214,74.416463,76.968256,78.426075,85.968554,86.203649,86.278898,88.946611,91.556589,91.657268,108.326850,108.705670,108.906104,109.957125,111.213118,111.407412,112.828573,114.957216,118.724051,122.875696
NGRIP_09612,12.796382,14.573051,22.987409,23.097816,23.299835,23.409182,27.529465,27.825560,28.717660,29.000344,30.906361,31.155961,32.565100,33.118883,34.200751,34.591519,35.815422,36.587264,37.601268,39.331124,41.006755,41.286006,41.940958,42.691632,43.539409,44.722384,45.808199,48.261543,49.534443,50.520213,50.615794,54.816719,55.483718,55.519365,55.878154,56.112209,56.736881,57.887038,57.991444,58.096646,58.346886,58.681233,58.877269,58.978069,63.643276,63.900649,68.852461,69.055879,69.466495,71.625318,73.234635,75.770612,77.274801,85.385689,85.597547,85.685779,88.435126,91.075158,91.249458,106.326021,106.734824,106.839430,107.865844,109.183418,109.316979,110.674766,113.172547,118.421382,122.706760
NGRIP_09613,12.849547,14.662038,22.791091,22.886800,23.139499,23.214167,27.098537,27.290230,28.071657,28.316210,29.851165,30.074403,31.104184,31.556534,32.311091,32.689914,33.515587,34.241425,35.162443,36.765806,38.307822,38.571091,39.178916,39.892792,40.727899,41.772220,42.686381,45.437220,46.951475,47.905128,48.327930,52.831934,53.496849,53.566696,54.047177,54.511596,55.264297,57.057663,57.176246,57.285394,57.593565,58.182102,58.449065,58.622853,62.985193,63.284427,67.991608,68.164378,68.771946,71.187401,73.167703,75.522456,76.697658,82.935430,83.099155,83.187769,85.490480,87.782131,87.847017,102.613979,103.047688,103.184546,104.186050,105.444804,105.638968,106.898443,109.133558,113.213238,116.606758
NGRIP_09614,12.918297,14.713103,23.092562,23.236727,23.395443,23.519154,27.911156,28.170559,29.050565,29.378514,31.053452,31.285808,32.443594,32.875321,33.621482,34.044085,34.952402,35.713819,36.859513,38.596804,40.434052,40.682346,41.445337,42.192260,43.032590,44.306180,45.411522,47.955690,49.347236,50.202693,50.450635,55.411167,56.174944,56.257861,56.703164,57.094294,57.756089,59.364467,59.485639,59.565483,59.810966,60.393240,60.641302,60.732559,64.635321,64.879940,70.362905,70.613209,71.424288,73.654958,75.667381,78.028254,79.378397,86.036962,86.221874,86.311847,88.436597,90.421703,90.526419,104.849028,105.232890,105.432200,106.389678,107.774844,107.993156,109.328863,111.756408,115.939982,118.893445
NGRIP_09615,12.817300,14.613161,23.060621,23.169393,23.405977,23.558428,27.673528,27.979784,28.778830,29.100514,30.669082,30.885582,32.056615,32.521301,33.215905,33.667178,34.531585,35.307293,36.488682,38.113527,39.782813,40.083160,40.621586,41.241498,41.908795,42.850350,43.643454,46.040406,47.225701,48.208164,48.546805,53.121165,53.859115,53.937918,54.311067,54.661208,55.288158,56.732646,56.863114,56.977238,57.327023,57.755315,57.930417,58.057121,62.206625,62.414314,66.514324,66.619230,67.466529,69.930666,72.154179,74.889993,75.980007,83.990504,84.239127,84.319071,87.113246,89.714241,89.840473,104.402704,104.806320,104.917079,105.993095,107.243949,107.363663,108.694618,111.238257,116.793005,121.330565
NGRIP_09616,12.730258,14.484469,22.595710,22.694794,22.925458,22.961381,27.323227,27.546642,28.437320,28.752891,30.575973,30.934602,32.128786,32.591703,33.449798,33.855927,34.914341,35.621284,36.690010,38.151969,39.822546,39.967428,40.545450,41.133382,41.928218,42.907087,43.722842,46.105732,47.446767,48.356137,48.675975,52.483043,53.023932,53.128767,53.549275,53.880402,54.644955,56.068265,56.181712,56.253055,56.547201,57.023112,57.184337,57.370546,61.231705,61.417712,67.229715,67.497921,68.708910,70.337240,72.083716,74.355407,75.686771,82.821881,82.996583,83.179595,85.344338,87.310551,87.454653,100.606639,100.948919,101.122620,102.161402,103.646591,103.865878,105.354097,107.704942,110.561697,113.909398
NGRIP_09617,12.861850,14.650341,23.017729,23.140198,23.317562,23.459343,27.671918,27.967971,28.786987,29.064080,30.877399,31.174533,32.298969,32.785715,33.612267,34.088580,35.133403,35.888945,37.134089,39.039205,40.956611,41.239068,41.891797,42.529838,43.213305,44.327026,45.271591,47.852353,49.218779,50.316788,50.726524,54.948226,55.529815,55.671520,56.040957,56.414737,57.067835,58.427209,58.557071,58.646993,58.901449,59.376614,59.574252,59.713821,64.267857,64.489512,69.828096,70.104838,70.670522,72.473547,74.046424,76.384969,77.810869,85.700816,85.963691,86.092596,88.290110,90.374698,90.502182,104.560669,104.885100,104.987963,106.066666,107.832404,107.980762,109.891411,112.766016,116.960794,121.184051
NGRIP_09618,12.699776,14.420893,22.848163,22.968340,23.192732,23.323917,27.301870,27.499233,28.259681,28.522990,30.247624,30.371219,31.565704,32.050728,32.960831,33.265669,34.321413,34.982884,36.029300,37.531768,39.060073,39.368253,40.204723,40.935712,41.834569,43.137338,44.081487,47.108758,48.695081,49.773223,50.142835,55.261840,55.990488,56.113832,56.423992,56.776067,57.327578,58.637856,58.750818,58.837367,59.086798,59.512659,59.675772,59.788944,64.178049,64.481499,70.268610,70.464653,71.232906,73.338324,75.180153,77.625027,78.996542,86.979650,87.216969,87.366768,89.741746,92.137074,92.307633,107.526560,107.990246,108.196414,109.224893,110.348678,110.575037,111.768729,113.953509,118.589353,122.802048
NGRIP_09619,12.786487,14.569046,22.968217,23.115360,23.281636,23.428189,27.581656,28.016860,28.914215,29.220375,30.926878,31.200056,32.228552,32.756019,33.563424,33.899502,34.801737,35.601514,36.671745,38.385337,40.157594,40.354511,40.980396,41.548210,42.298344,43.227158,44.046775,46.568442,47.818912,48.966042,49.264496,54.239226,54.981905,55.096847,55.486056,55.891954,56.593040,57.994430,58.102048,58.194501,58.526712,58.995828,59.197426,59.260904,63.423094,63.657814,68.450736,68.600798,69.324107,71.186405,72.838401,75.167692,76.486636,83.791496,83.940537,84.090419,87.228797,90.196988,90.321018,106.456475,106.812282,107.064189,108.072814,109.473860,109.656942,111.113969,113.647175,119.227150,122.588386
NGRIP_09620,12.978997,14.838276,22.991276,23.131861,23.311237,23.488464,27.697235,27.864031,28.651273,28.998254,30.623895,30.861433,32.164441,32.552548,33.535076,33.853359,34.891018,35.637699,36.792245,38.428148,40.024806,40.322203,40.802790,41.355827,41.887300,42.850507,43.600018,46.312113,48.168564,49.012648,49.459758,53.652211,54.241398,54.335649,54.677031,55.031419,55.612050,57.026303,57.136631,57.261657,57.634299,57.971153,58.212673,58.327163,62.331563,62.580175,66.994691,67.191248,68.124914,69.783576,71.398548,73.681563,74.885010,81.567710,81.759763,81.906433,84.163678,86.281380,86.381759,99.681317,100.132055,100.288612,101.340323,102.686402,102.868025,104.342590,106.953756,112.641125,116.648806
NGRIP_09621,12.772274,14.538603,22.395527,22.465896,22.720201,22.809168,26.892507,27.213602,28.043835,28.381950,30.089140,30.297148,31.513162,31.996398,32.847563,33.230877,34.224708,34.992027,36.255813,38.152215,40.019768,40.376008,40.850817,41.433327,42.098542,42.978992,43.769615,46.040764,47.465728,48.290302,48.565322,53.858872,54.633842,54.749489,55.046384,55.349545,55.841367,57.044524,57.114308,57.246484,57.467188,57.870789,58.033680,58.115271,61.854241,62.068115,67.147034,67.389214,68.132681,69.593412,70.957024,73.149779,74.531510,81.159769,81.342786,81.486448,83.970119,86.402425,86.591257,97.538614,97.713513,97.784357,98.513978,99.941521,100.002620,101.409231,103.977644,109.419764,113.108415
NGRIP_09622,12.811219,14.581311,22.880238,22.998791,23.250031,23.323316,27.370108,27.566104,28.310719,28.591838,30.226765,30.484609,31.725219,32.125084,33.076365,33.360503,34.430484,35.106361,36.217776,37.880793,39.403233,39.745642,40.432895,41.150159,41.974793,43.140964,44.013813,46.701929,48.122386,49.105291,49.529829,54.092774,54.808867,54.899682,55.317498,55.622764,56.296032,57.789881,57.890819,57.980470,58.222624,58.739199,58.951318,59.057617,62.837914,63.054999,68.520229,68.668485,69.532641,71.240476,72.952939,75.002920,76.261187,83.059823,83.271583,83.358607,86.555744,89.750246,89.847795,101.958246,102.310154,102.458497,103.283348,104.509930,104.585431,105.798196,107.885944,112.452277,115.812360
NGRIP_09623,12.764742,14.538252,22.568383,22.724213,22.899998,23.040221,27.055933,27.326425,28.170698,28.452288,30.250391,30.363208,31.648055,32.075449,32.971950,33.340466,34.459216,35.173391,36.421084,38.313203,40.266514,40.475065,41.071863,41.857890,42.687899,43.838749,44.751055,47.193293,48.374672,49.255082,49.520394,53.046268,53.596050,53.642121,54.149262,54.598637,55.381952,57.215296,57.327887,57.466928,57.753776,58.414052,58.664338,58.821847,63.495898,63.762599,68.569921,68.736759,69.543841,71.363284,73.002954,75.528405,76.996407,85.121901,85.345001,85.473273,87.981728,90.246386,90.275245,104.705441,105.013650,105.201823,106.055064,107.007219,107.110577,108.103166,109.807537,113.620911,118.566930
NGRIP_09624,12.810192,14.556044,22.756525,22.869670,23.043042,23.193937,27.380966,27.649165,28.493798,28.762126,30.490524,30.716902,31.921154,32.462416,33.299364,33.731765,34.699958,35.426980,36.503963,38.036500,39.713170,39.950717,40.659668,41.293476,42.149237,43.310995,44.308469,46.821858,48.129716,49.192618,49.586098,54.055374,54.686312,54.843025,55.206719,55.649640,56.297078,57.910427,58.042513,58.113573,58.439500,58.973573,59.188502,59.334641,63.483782,63.722817,68.741810,68.891652,69.728283,71.981143,74.149402,76.459155,77.811017,84.887516,85.115990,85.188358,87.718078,90.159794,90.294767,106.383524,106.698767,106.790455,107.692129,108.955474,109.228483,110.571169,113.122544,118.659230,122.260670
NGRIP_09625,12.852374,14.659069,23.073175,23.239924,23.469497,23.563362,28.242178,28.467324,29.455105,29.814433,31.713848,31.912173,33.450054,33.917605,34.887478,35.342947,36.503821,37.287231,38.516173,40.190664,42.005330,42.282448,42.889660,43.420131,44.181013,45.132787,45.910672,47.983949,48.981488,49.750652,50.111916,55.283323,56.084520,56.242788,56.565072,56.988040,57.759573,59.205535,59.351885,59.472710,59.743259,60.257196,60.459259,60.597115,65.198697,65.447345,69.789314,70.070406,70.462953,72.499317,74.120834,76.348408,77.776336,83.482608,83.606215,83.663626,85.762596,87.825650,87.995816,101.947139,102.158080,102.292706,103.080283,104.442352,104.560795,106.015110,108.315470,113.539523,118.708726
NGRIP_09626,12.842602,14.652106,23.107942,23.200467,23.409621,23.509809,27.678736,27.808649,28.644610,28.878521,30.581747,30.930916,32.212506,32.629641,33.527762,33.909691,35.016321,35.712700,36.826409,38.419733,40.047624,40.339956,40.993378,41.729647,42.557716,43.776868,44.863804,47.403616,48.885316,49.663268,50.168525,54.393739,55.071953,55.131681,55.555107,55.962270,56.724146,58.347301,58.425001,58.565948,58.905401,59.394614,59.594620,59.733783,64.587265,64.836029,71.046324,71.372251,72.608916,74.333645,76.342497,78.633542,80.019500,88.622979,88.890525,88.969010,91.322514,93.651563,93.785189,107.634033,107.904645,108.061839,108.947853,110.403498,110.551906,112.170200,114.807475,120.422528,124.788817
NGRIP_09627,12.959866,14.767921,22.914443,23.045256,23.218671,23.347933,27.708828,27.890132,28.781811,29.109443,30.831158,31.029811,32.250080,32.687407,33.485597,33.889034,34.882609,35.518517,36.473772,37.922340,39.393183,39.684821,40.395075,40.991263,41.840547,42.963212,43.932828,46.487997,48.002091,48.904908,49.354716,54.314575,55.134297,55.196064,55.597465,56.072936,56.694514,58.228655,58.389878,58.490688,58.743098,59.293474,59.494273,59.665267,63.731689,63.915434,69.957907,70.127413,70.862956,72.622865,74.258750,76.429873,77.836827,84.403058,84.546384,84.662972,87.246186,89.631581,89.705543,103.333604,103.668631,103.814024,104.750129,106.062881,106.258351,107.648963,110.024581,114.604982,117.823077
NGRIP_09628,12.929492,14.761801,22.721075,22.836284,23.032317,23.107564,27.008416,27.239030,27.982076,28.299962,29.871659,30.045482,31.240490,31.688832,32.563494,32.877221,33.733000,34.510466,35.686040,37.318889,39.075616,39.350360,40.047704,40.722419,41.642307,42.789383,43.849213,46.360845,47.849817,48.818514,49.031535,53.002783,53.586385,53.631913,54.012221,54.395834,55.048347,56.550800,56.664462,56.777491,57.078364,57.577258,57.724734,57.914760,62.249940,62.525492,67.105957,67.332847,67.676573,70.396197,72.611644,75.025968,76.265980,82.628759,82.829464,82.896889,85.315393,87.780302,87.866957,101.914263,102.336361,102.442089,103.370789,104.641749,104.741632,106.131291,108.219645,111.690364,114.917540
NGRIP_09629,12.772454,14.537030,22.696820,22.844044,23.054173,23.144424,27.420115,27.676655,28.534940,28.800669,30.631470,30.774420,32.148938,32.551309,33.428487,33.841510,34.910946,35.672031,36.660090,38.259963,39.906779,40.183504,40.705070,41.315918,42.053471,42.963928,43.815696,46.625864,48.314460,49.475592,49.497171,54.664503,55.377460,55.493130,55.929709,56.431510,57.203725,59.069880,59.154418,59.296408,59.688231,60.247270,60.457374,60.628468,66.160316,66.490235,71.596952,71.767446,72.284942,74.430455,76.216813,78.688838,80.071738,87.859685,88.098195,88.166793,90.486637,92.670271,92.734502,105.261995,105.447127,105.547010,106.343697,107.953061,108.192962,109.865160,112.718659,117.011958,120.568377
NGRIP_09630,12.957873,14.775621,23.019440,23.136189,23.354467,23.498915,27.587279,27.858751,28.643194,28.919842,30.638001,30.774609,31.792402,32.223520,33.002361,33.342531,34.215863,34.865678,35.830436,37.239694,38.760433,39.019831,39.598711,40.278912,41.045981,42.149218,43.086609,45.454738,46.784062,47.667263,47.764644,53.037487,53.781564,53.898287,54.225775,54.498221,55.163319,56.359379,56.493711,56.641585,56.819542,57.267310,57.437314,57.558186,61.842212,62.128800,67.534163,67.785658,68.796544,70.453657,72.083786,74.260481,75.403740,82.473352,82.694443,82.742324,85.113983,87.420904,87.534531,101.306877,101.667114,101.748778,102.582086,103.881985,104.015525,105.282390,107.565255,112.496128,117.906206
NGRIP_09631,12.936416,14.812303,23.638961,23.757378,24.018236,24.155875,28.491004,28.691237,29.556958,29.848079,31.494035,31.691506,32.716663,33.040254,33.753493,34.059886,34.813337,35.660004,36.727212,38.458371,40.221425,40.442105,40.903313,41.550113,42.204063,43.093941,43.858353,46.240668,47.634321,48.539703,48.779206,53.993738,54.751186,54.840930,55.214100,55.616372,56.220759,57.693795,57.860432,57.952560,58.218345,58.707947,58.929998,59.053628,63.134362,63.373192,68.622411,68.791265,69.621357,71.291145,72.957998,75.242015,76.746944,83.750101,83.999186,84.046154,86.363877,88.499889,88.756749,103.025627,103.385116,103.529695,104.460170,105.721399,105.928940,107.282562,109.807244,115.143208,119.971135
NGRIP_09632,12.830224,14.607646,22.764586,22.894277,23.125150,23.243807,27.195678,27.446143,28.207268,28.477452,30.144341,30.419467,31.506972,31.884742,32.725894,33.058679,33.867358,34.657088,35.703752,37.223765,38.738442,39.026475,39.622675,40.261723,40.979676,42.012339,42.830703,45.487278,47.119435,47.918430,48.381080,52.806881,53.462319,53.610145,54.067747,54.538780,55.355907,57.172817,57.283518,57.431359,57.785892,58.386935,58.620357,58.828209,63.110030,63.336114,69.375744,69.624961,70.513700,71.930972,73.302735,75.583411,77.052189,83.654644,83.806455,83.903288,86.537939,88.987391,89.040384,102.140053,102.450588,102.655828,103.484759,104.760257,104.836968,106.114941,108.330474,113.023252,115.738669
NGRIP_09633,12.909749,14.747028,23.026780,23.127026,23.388632,23.494868,27.976066,28.224622,29.127199,29.488181,31.324393,31.526810,32.781651,33.230150,34.055927,34.461581,35.490697,36.286700,37.548481,39.308036,41.202887,41.456767,42.149243,42.925012,43.834447,45.085631,46.177370,48.737931,50.209897,51.039233,51.170494,55.310097,55.915701,55.979809,56.407667,56.810777,57.566570,59.127578,59.296531,59.423695,59.665746,60.234698,60.448369,60.595967,65.011756,65.251685,71.373865,71.676279,72.637327,74.770475,76.760531,79.293957,80.652445,88.059814,88.251251,88.322700,90.360509,92.381273,92.507690,108.082647,108.391683,108.569579,109.582015,111.039629,111.271652,112.807422,115.416602,120.787991,125.321053
NGRIP_09634,12.890522,14.734036,22.983625,23.127058,23.311017,23.472711,27.630663,27.896723,28.635700,28.920652,30.574448,30.775976,32.048067,32.464912,33.320157,33.673077,34.631968,35.285544,36.211652,37.422254,38.765207,38.951268,39.447771,40.079127,40.760212,41.745598,42.634962,45.037943,46.413481,47.441469,47.635124,52.543831,53.221840,53.375420,53.742016,54.209821,55.025743,56.650946,56.749919,56.876197,57.162514,57.707902,57.967142,58.078639,62.621897,62.856412,68.068377,68.328977,69.301556,70.916951,72.609307,74.756368,76.170141,82.583238,82.729019,82.825083,85.837071,88.605658,88.773738,100.598934,100.883847,101.012186,101.964829,103.462532,103.620703,105.209480,107.768718,112.603671,116.850026
NGRIP_09635,12.966216,14.794937,23.171150,23.277926,23.456561,23.594486,27.772244,28.060986,28.907495,29.219317,30.962382,31.240260,32.420783,32.973627,33.934047,34.309174,35.387903,36.086084,37.180311,38.634086,40.228986,40.481395,41.210358,41.959834,42.898838,44.204966,45.362999,48.057626,49.540510,50.414627,50.988654,55.595141,56.279551,56.366898,56.821475,57.281008,58.049119,59.770030,59.899451,60.043095,60.231817,60.938195,61.159366,61.289535,65.237431,65.447506,69.992871,70.189116,70.857407,72.924228,74.629457,76.902898,78.124245,84.380026,84.557307,84.671911,86.594224,88.467156,88.554428,105.034538,105.532342,105.691437,106.804974,108.346223,108.540947,110.126383,112.739125,117.442709,121.578846
NGRIP_09636,12.842992,14.646055,22.756167,22.899738,23.058102,23.200104,26.985017,27.313369,28.062171,28.309335,29.853324,30.144231,31.337941,31.835960,32.730832,33.075562,33.997495,34.885069,35.897975,37.622701,39.188492,39.588685,40.231067,40.950569,41.861765,42.982137,44.057971,46.576431,48.013764,48.929761,49.336666,53.536598,54.155727,54.260386,54.623878,54.961364,55.657605,57.012246,57.086068,57.203912,57.437286,57.946237,58.133329,58.251147,63.041356,63.275144,67.673868,67.917486,68.455938,70.609308,72.412360,74.657709,75.806556,83.341951,83.552107,83.744876,86.998931,90.031400,90.174064,106.222863,106.635809,106.812157,107.839287,109.127648,109.305965,110.613189,113.203621,118.878086,123.078768
NGRIP_09637,12.852068,14.627189,22.634520,22.766176,22.977104,23.045145,27.170030,27.286246,28.085589,28.299607,30.025306,30.286401,31.605007,32.134189,33.100071,33.539399,34.655758,35.462208,36.529259,38.279361,39.978688,40.324128,41.064247,41.846443,42.744073,44.027910,45.146103,47.947508,49.495811,50.469272,50.839793,55.981866,56.736446,56.828677,57.193036,57.510934,58.178141,59.457371,59.564034,59.666959,59.896071,60.359421,60.539704,60.627540,64.966615,65.279364,69.840241,70.069960,70.532078,72.935294,74.755748,77.228757,78.555244,85.887066,86.044770,86.201003,88.741909,91.157561,91.221668,103.562998,103.821737,103.971908,104.843153,106.156090,106.328746,107.753419,110.239271,115.441742,119.523366
